GCA_001766905.1	Acidobacteria bacterium RBG_13_68_16
GCA_001801625.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_42_10
GCA_001802505.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_42_13
GCA_001801635.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_43_28
GCA_001801665.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_45_12
GCA_001802525.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_45_9
GCA_001801685.1	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_63_22
GCA_001801695.1	Gammaproteobacteria bacterium RIFCSPLOWO2_01_FULL_47_190
GCA_001801725.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_47_7
GCA_001801745.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_38_11
GCA_001801755.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_14
GCA_001801785.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_9
GCA_001801805.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_47_50
GCA_001802535.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_52_10
GCA_001801825.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_56_15
GCA_001802565.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_57_10
GCA_001801865.1	Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_61_13
GCA_001801885.1	Gammaproteobacteria bacterium RIFCSPLOWO2_12_47_11
GCA_001801895.1	Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_38_14
GCA_001801915.1	Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_42_18
GCA_001802575.1	Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_47_76
GCA_001801945.1	Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_52_10
GCA_001801965.1	Gammaproteobacteria bacterium RIFOXYA12_FULL_61_12
GCA_001801985.1	Gammaproteobacteria bacterium RIFOXYB2_FULL_38_6
GCA_001801995.1	Gammaproteobacteria bacterium RIFOXYD12_FULL_61_37
GCA_001802605.1	Gemmatimonadetes bacterium GWC2_71_10
GCA_001802015.1	Gemmatimonadetes bacterium GWC2_71_9
GCA_001802045.1	Gemmatimonadetes bacterium RBG_16_66_8
GCA_001802055.1	Gemmatimonadetes bacterium RIFCSPLOWO2_02_FULL_71_11
GCA_001802085.1	Gemmatimonadetes bacterium RIFCSPLOWO2_12_FULL_68_9
GCA_001802095.1	Geobacteraceae bacterium GWB2_52_12
GCA_001802615.1	Geobacteraceae bacterium GWC2_48_7
GCA_001802645.1	Geobacteraceae bacterium GWC2_53_11
GCA_001802125.1	Geobacteraceae bacterium GWC2_55_20
GCA_001802135.1	Geobacteraceae bacterium GWC2_58_44
GCA_001802165.1	Geobacteraceae bacterium GWF2_54_21
GCA_001802715.1	Hydrogenophilales bacterium RIFOXYA1_FULL_63_33
GCA_001802655.1	Hydrogenophilales bacterium RIFOXYD1_FULL_62_11
GCA_001802185.1	Ignavibacteria bacterium GWA2_35_8
GCA_001802205.1	Ignavibacteria bacterium GWA2_35_9
GCA_001804525.1	Ignavibacteria bacterium GWA2_36_19
GCA_001802215.1	Ignavibacteria bacterium GWA2_54_16
GCA_001802245.1	Ignavibacteria bacterium GWA2_55_11
GCA_001802685.1	Ignavibacteria bacterium GWA2_55_25
GCA_001802705.1	Ignavibacteria bacterium GWB2_35_12
GCA_001802725.1	Ignavibacteria bacterium GWB2_35_6b
GCA_001804545.1	Ignavibacteria bacterium GWB2_36_8
GCA_001802785.1	Ignavibacteria bacterium GWC2_35_8
GCA_001802795.1	Ignavibacteria bacterium GWC2_36_12
GCA_001802805.1	Ignavibacteria bacterium GWC2_38_9
GCA_001804555.1	Ignavibacteria bacterium GWC2_56_12
GCA_001804565.1	Ignavibacteria bacterium GWF2_33_9
GCA_001802845.1	Ignavibacteria bacterium GWF2_35_20
GCA_001804605.1	Ignavibacteria bacterium RBG_13_36_8
GCA_001802865.1	Ignavibacteria bacterium RBG_16_34_14
GCA_001802885.1	Ignavibacteria bacterium RBG_16_35_7
GCA_001802895.1	Ignavibacteria bacterium RBG_16_36_9
GCA_001804625.1	Ignavibacteria bacterium RIFCSPHIGHO2_02_FULL_56_12
GCA_001802915.1	Ignavibacteria bacterium RIFCSPLOWO2_02_FULL_55_14
GCA_001802945.1	Ignavibacteria bacterium RIFCSPLOWO2_12_FULL_56_21
GCA_001802955.1	Ignavibacteria bacterium RIFOXYA12_FULL_35_25
GCA_001804635.1	Ignavibacteria bacterium RIFOXYA12_FULL_38_9
GCA_001802975.1	Ignavibacteria bacterium RIFOXYA2_FULL_35_10
GCA_001804645.1	Ignavibacteria bacterium RIFOXYA2_FULL_35_9
GCA_001802995.1	Ignavibacteria bacterium RIFOXYA2_FULL_37_17
GCA_001803025.1	Ignavibacteria bacterium RIFOXYA2_FULL_38_8
GCA_001803045.1	Ignavibacteria bacterium RIFOXYB12_FULL_35_14
GCA_001803055.1	Ignavibacteria bacterium RIFOXYB2_FULL_35_12
GCA_001803075.1	Ignavibacteria bacterium RIFOXYB2_FULL_36_7
GCA_001803105.1	Ignavibacteria bacterium RIFOXYB2_FULL_37_11
GCA_001803125.1	Ignavibacteria bacterium RIFOXYC12_FULL_35_11
GCA_001804665.1	Ignavibacteria bacterium RIFOXYC12_FULL_38_8
GCA_001803135.1	Ignavibacteria bacterium RIFOXYC2_FULL_35_16
GCA_001804705.1	Ignavibacteria bacterium RIFOXYC2_FULL_35_21
GCA_001803165.1	Ignavibacteria bacterium RIFOXYC2_FULL_38_25
GCA_001804715.1	Ignavibacteria bacterium RIFOXYD12_FULL_36_8
GCA_001803185.1	Legionellales bacterium RIFCSPHIGHO2_12_FULL_35_11
GCA_001804735.1	Legionellales bacterium RIFCSPHIGHO2_12_FULL_37_14
GCA_001804755.1	Legionellales bacterium RIFCSPHIGHO2_12_FULL_42_9
GCA_001803205.1	Lentisphaerae bacterium GWF2_38_69
GCA_001803225.1	Lentisphaerae bacterium GWF2_44_16
GCA_001804785.1	Lentisphaerae bacterium GWF2_45_14
GCA_001804805.1	Lentisphaerae bacterium GWF2_49_21
GCA_001804815.1	Lentisphaerae bacterium GWF2_50_93
GCA_001804825.1	Lentisphaerae bacterium GWF2_52_8
GCA_001804865.1	Lentisphaerae bacterium GWF2_57_35
GCA_001803235.1	Lentisphaerae bacterium RIFOXYA12_64_32
GCA_001804885.1	Lentisphaerae bacterium RIFOXYA12_FULL_48_11
GCA_001803255.1	Lentisphaerae bacterium RIFOXYA12_FULL_60_10
GCA_001803285.1	Lentisphaerae bacterium RIFOXYB12_FULL_60_10
GCA_001803305.1	Lentisphaerae bacterium RIFOXYB12_FULL_65_16
GCA_001803315.1	Lentisphaerae bacterium RIFOXYC12_FULL_60_16
GCA_001803345.1	Melioribacter sp. GWF2_38_21
GCA_001803365.1	Melioribacter sp. RIFOXYB12_FULL_38_5
GCA_001803385.1	Methylophilales bacterium RIFCSPHIGHO2_02_FULL_57_10
GCA_001803395.1	Methylotenera sp. RIFCSPLOWO2_02_FULL_45_14
GCA_001803415.1	Microgenomates group bacterium RBG_16_45_19
GCA_001803445.1	Microgenomates group bacterium RBG_19FT_COMBO_39_10
GCA_001803465.1	Microgenomates group bacterium RIFCSPHIGHO2_01_FULL_45_11
GCA_001803475.1	Microgenomates group bacterium RIFCSPLOWO2_01_FULL_46_13
GCA_001803505.1	Microgenomates group bacterium RIFCSPLOWO2_01_FULL_47_10
GCA_001804905.1	Nitrospinae bacterium RIFCSPHIGHO2_02_39_11
GCA_001804915.1	Nitrospinae bacterium RIFCSPHIGHO2_02_FULL_39_82
GCA_001804945.1	Nitrospinae bacterium RIFCSPHIGHO2_12_FULL_39_42
GCA_001804965.1	Nitrospinae bacterium RIFCSPLOWO2_01_FULL_39_10
GCA_001803575.1	Nitrospinae bacterium RIFCSPLOWO2_02_39_17
GCA_001804975.1	Nitrospinae bacterium RIFCSPLOWO2_02_FULL_39_110
GCA_001803525.1	Nitrospinae bacterium RIFCSPLOWO2_12_39_15
GCA_001805005.1	Nitrospinae bacterium RIFCSPLOWO2_12_39_16
GCA_001803535.1	Nitrospinae bacterium RIFCSPLOWO2_12_FULL_39_93
GCA_001803565.1	Nitrospinae bacterium RIFCSPLOWO2_12_FULL_45_22
GCA_001803615.1	Nitrospinae bacterium RIFCSPLOWO2_12_FULL_47_7
GCA_001805025.1	Nitrospirae bacterium GWA2_42_11
GCA_001803605.1	Nitrospirae bacterium GWA2_46_11
GCA_001803635.1	Nitrospirae bacterium GWB2_47_37
GCA_001805045.1	Nitrospirae bacterium GWC1_57_7
GCA_001803645.1	Nitrospirae bacterium GWC2_42_7
GCA_001803685.1	Nitrospirae bacterium GWC2_46_6
GCA_001803705.1	Nitrospirae bacterium GWC2_56_14
GCA_001805055.1	Nitrospirae bacterium GWC2_57_13
GCA_001805085.1	Nitrospirae bacterium GWC2_57_9
GCA_001803715.1	Nitrospirae bacterium GWD2_44_7
GCA_001803725.1	Nitrospirae bacterium GWD2_57_8
GCA_001803765.1	Nitrospirae bacterium GWD2_57_9
GCA_001805105.1	Nitrospirae bacterium GWF2_44_13
GCA_001805125.1	Nitrospirae bacterium RBG_13_39_12
GCA_001805135.1	Nitrospirae bacterium RBG_13_41_22
GCA_001803785.1	Nitrospirae bacterium RBG_13_43_8
GCA_001805165.1	Nitrospirae bacterium RBG_16_43_11
GCA_001805185.1	Nitrospirae bacterium RBG_16_43_8
GCA_001803795.1	Nitrospirae bacterium RBG_16_64_22
GCA_001803815.1	Nitrospirae bacterium RBG_19FT_COMBO_42_15
GCA_001803845.1	Nitrospirae bacterium RBG_19FT_COMBO_55_12
GCA_001803865.1	Nitrospirae bacterium RBG_19FT_COMBO_58_9
GCA_001803875.1	Nitrospirae bacterium RIFCSPHIGHO2_01_FULL_66_17
GCA_001803885.1	Nitrospirae bacterium RIFCSPHIGHO2_02_FULL_40_19
GCA_001803925.1	Nitrospirae bacterium RIFCSPHIGHO2_02_FULL_42_12
GCA_001805205.1	Nitrospirae bacterium RIFCSPLOW2_12_42_9
GCA_001805225.1	Nitrospirae bacterium RIFCSPLOWO2_01_FULL_62_17
GCA_001805235.1	Nitrospirae bacterium RIFCSPLOWO2_02_42_7
GCA_001805245.1	Nitrospirae bacterium RIFCSPLOWO2_02_FULL_62_14
GCA_001805285.1	Nitrospirae bacterium RIFCSPLOWO2_12_FULL_63_8
GCA_001803945.1	Nitrospirae bacterium RIFOXYA2_FULL_44_9
GCA_001803955.1	Nitrospirae bacterium RIFOXYB2_FULL_43_5
GCA_001805295.1	Nitrospirae bacterium RIFOXYC2_FULL_44_7
GCA_001804365.1	Omnitrophica WOR_2 bacterium GWA2_37_7
GCA_001804385.1	Omnitrophica WOR_2 bacterium GWA2_44_7
GCA_001804395.1	Omnitrophica WOR_2 bacterium GWA2_45_18
GCA_001805375.1	Omnitrophica WOR_2 bacterium GWA2_47_8
GCA_001805395.1	Omnitrophica WOR_2 bacterium GWA2_53_43
GCA_001804415.1	Omnitrophica WOR_2 bacterium GWA2_63_20
GCA_001804445.1	Omnitrophica WOR_2 bacterium GWB2_45_9
GCA_001804465.1	Omnitrophica WOR_2 bacterium GWC2_44_8
GCA_001805405.1	Omnitrophica WOR_2 bacterium GWC2_45_7
GCA_001804475.1	Omnitrophica WOR_2 bacterium GWF2_38_59
GCA_001805445.1	Omnitrophica WOR_2 bacterium GWF2_43_52
GCA_001804485.1	Omnitrophica WOR_2 bacterium GWF2_63_9
GCA_001805465.1	Omnitrophica WOR_2 bacterium RBG_13_41_10
GCA_001805475.1	Omnitrophica WOR_2 bacterium RBG_13_44_8
GCA_001805485.1	Omnitrophica WOR_2 bacterium RBG_13_44_8b
GCA_001805525.1	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_01_FULL_48_9
GCA_001805545.1	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_01_FULL_49_10
GCA_001805565.1	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_01_FULL_52_10
GCA_001805575.1	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_45_21
GCA_001805605.1	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_46_37
GCA_001805615.1	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_48_11
GCA_001805645.1	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_50_17
GCA_001805655.1	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_52_10
GCA_001805685.1	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_63_39
GCA_001805695.1	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_67_20
GCA_001805725.1	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_68_15
GCA_001805735.1	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_12_FULL_64_13
GCA_001805765.1	Omnitrophica WOR_2 bacterium RIFCSPLOWO2_01_FULL_41_12
GCA_001805775.1	Omnitrophica WOR_2 bacterium RIFCSPLOWO2_02_FULL_45_28
GCA_001805805.1	Omnitrophica WOR_2 bacterium RIFCSPLOWO2_02_FULL_50_19
GCA_001805815.1	Omnitrophica WOR_2 bacterium RIFCSPLOWO2_02_FULL_63_16
GCA_001805845.1	Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_46_30
GCA_001805855.1	Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_50_9
GCA_001805885.1	Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_24
GCA_001805895.1	Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_51_8
GCA_001805925.1	Omnitrophica WOR_2 bacterium RIFCSPLOWO2_12_FULL_63_16
GCA_001805945.1	Omnitrophica WOR_2 bacterium RIFOXYA12_FULL_38_10
GCA_001805965.1	Omnitrophica WOR_2 bacterium RIFOXYA2_FULL_38_17
GCA_001805975.1	Omnitrophica WOR_2 bacterium RIFOXYA2_FULL_45_12
GCA_001805995.1	Omnitrophica WOR_2 bacterium RIFOXYB2_FULL_38_16
GCA_001806025.1	Omnitrophica WOR_2 bacterium RIFOXYB2_FULL_45_11
GCA_001806045.1	Omnitrophica WOR_2 bacterium RIFOXYC2_FULL_38_12
GCA_001806055.1	Omnitrophica WOR_2 bacterium RIFOXYC2_FULL_43_9
GCA_001806075.1	Omnitrophica WOR_2 bacterium RIFOXYC2_FULL_45_15
GCA_001803975.1	Omnitrophica bacterium GWA2_41_15
GCA_001804005.1	Omnitrophica bacterium GWA2_50_21
GCA_001805305.1	Omnitrophica bacterium GWA2_52_12
GCA_001804025.1	Omnitrophica bacterium GWA2_52_8
GCA_001804045.1	Omnitrophica bacterium RBG_13_46_9
GCA_001805325.1	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_45_28
GCA_001804055.1	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_46_11
GCA_001804065.1	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_46_20
GCA_001804105.1	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_49_9
GCA_001804125.1	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_51_18
GCA_001804145.1	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_63_14
GCA_001804155.1	Omnitrophica bacterium RIFCSPHIGHO2_12_FULL_44_12
GCA_001804165.1	Omnitrophica bacterium RIFCSPLOWO2_01_FULL_45_10
GCA_001804205.1	Omnitrophica bacterium RIFCSPLOWO2_01_FULL_45_10b
GCA_001805365.1	Omnitrophica bacterium RIFCSPLOWO2_01_FULL_45_24
GCA_001804225.1	Omnitrophica bacterium RIFCSPLOWO2_01_FULL_50_24
GCA_001804245.1	Omnitrophica bacterium RIFCSPLOWO2_02_FULL_44_11
GCA_001804255.1	Omnitrophica bacterium RIFCSPLOWO2_02_FULL_45_16
GCA_001804285.1	Omnitrophica bacterium RIFCSPLOWO2_12_FULL_44_17
GCA_001804305.1	Omnitrophica bacterium RIFCSPLOWO2_12_FULL_45_13
GCA_001804315.1	Omnitrophica bacterium RIFCSPLOWO2_12_FULL_50_11
GCA_001804345.1	Omnitrophica bacterium RIFOXYB12_FULL_50_7
GCA_001806105.1	Paenibacillus sp. RIFOXYA1_FULL_44_5
GCA_001824315.1	Parcubacteria group bacterium RIFCSPHIGHO2_01_FULL_40_30
GCA_001825485.1	Parcubacteria group bacterium RIFCSPHIGHO2_01_FULL_45_26
GCA_001824325.1	Parcubacteria group bacterium RIFCSPHIGHO2_01_FULL_47_10b
GCA_001824355.1	Parcubacteria group bacterium RIFCSPHIGHO2_01_FULL_56_18
GCA_001824375.1	Parcubacteria group bacterium RIFCSPHIGHO2_02_FULL_40_12
GCA_001824395.1	Parcubacteria group bacterium RIFCSPHIGHO2_02_FULL_48_10b
GCA_001824405.1	Parcubacteria group bacterium RIFCSPLOWO2_01_FULL_40_65
GCA_001824435.1	Parcubacteria group bacterium RIFCSPLOWO2_01_FULL_48_18
GCA_001825495.1	Parcubacteria group bacterium RIFCSPLOWO2_02_FULL_40_12
GCA_001825525.1	Parcubacteria group bacterium RIFCSPLOWO2_12_FULL_40_10
GCA_001825555.1	Parcubacteria group bacterium RIFOXYD2_FULL_52_8
GCA_001824475.1	Phenylobacterium sp. RIFCSPHIGHO2_01_FULL_69_31
GCA_001825585.1	Phenylobacterium sp. RIFCSPHIGHO2_01_FULL_70_10
GCA_001824485.1	Planctomycetes bacterium GWA2_39_15
GCA_001824505.1	Planctomycetes bacterium GWA2_40_7
GCA_001824525.1	Planctomycetes bacterium GWA2_50_13
GCA_001825595.1	Planctomycetes bacterium GWB2_41_19
GCA_001825635.1	Planctomycetes bacterium GWC2_39_26
GCA_001824555.1	Planctomycetes bacterium GWC2_45_44
GCA_001824565.1	Planctomycetes bacterium GWC2_49_10
GCA_001824595.1	Planctomycetes bacterium GWE2_41_14
GCA_001825655.1	Planctomycetes bacterium GWF2_39_10
GCA_001824605.1	Planctomycetes bacterium GWF2_40_8
GCA_001825665.1	Planctomycetes bacterium GWF2_41_51
GCA_001825675.1	Planctomycetes bacterium GWF2_42_9
GCA_001824635.1	Planctomycetes bacterium GWF2_50_10
GCA_001825715.1	Planctomycetes bacterium RBG_13_44_8b
GCA_001824645.1	Planctomycetes bacterium RBG_13_46_10
GCA_001824675.1	Planctomycetes bacterium RBG_13_50_24
GCA_001824685.1	Planctomycetes bacterium RBG_13_60_9
GCA_001828245.1	Planctomycetes bacterium RBG_13_62_9
GCA_001828265.1	Planctomycetes bacterium RBG_13_63_9
GCA_001828295.1	Planctomycetes bacterium RBG_16_41_13
GCA_001828445.1	Planctomycetes bacterium RBG_16_43_13
GCA_001828465.1	Planctomycetes bacterium RBG_16_55_9
GCA_001828495.1	Planctomycetes bacterium RBG_16_59_8
GCA_001828305.1	Planctomycetes bacterium RBG_16_64_10
GCA_001828335.1	Planctomycetes bacterium RBG_16_64_12
GCA_001828345.1	Planctomycetes bacterium RBG_19FT_COMBO_48_8
GCA_001828365.1	Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_38_41
GCA_001828515.1	Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_40_12
GCA_001828385.1	Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_50_42
GCA_001828415.1	Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_52_58
GCA_001828435.1	Planctomycetes bacterium RIFCSPHIGHO2_12_39_6
GCA_001828535.1	Planctomycetes bacterium RIFCSPHIGHO2_12_42_15
GCA_001830275.1	Planctomycetes bacterium RIFCSPHIGHO2_12_FULL_51_37
GCA_001828545.1	Planctomycetes bacterium RIFCSPHIGHO2_12_FULL_52_36
GCA_001828565.1	Planctomycetes bacterium RIFCSPLOWO2_02_FULL_50_16
GCA_001830285.1	Planctomycetes bacterium RIFCSPLOWO2_12_38_17
GCA_001830315.1	Planctomycetes bacterium RIFCSPLOWO2_12_FULL_39_13
GCA_001828595.1	Planctomycetes bacterium RIFCSPLOWO2_12_FULL_40_19
GCA_001828605.1	Planctomycetes bacterium RIFCSPLOWO2_12_FULL_50_35
GCA_001828635.1	Planctomycetes bacterium RIFOXYB12_FULL_42_10
GCA_001828645.1	Planctomycetes bacterium RIFOXYC2_FULL_41_27
GCA_001828665.1	Planctomycetes bacterium RIFOXYD12_FULL_42_12
GCA_001828685.1	Planctomycetes bacterium RIFOXYD2_FULL_41_16
GCA_001830325.1	Polynucleobacter sp. GWA2_45_21
GCA_001828715.1	Pseudomonadales bacterium GWC1_66_9
GCA_001830355.1	Pseudomonadales bacterium GWC2_63_15
GCA_001774655.1	Pseudomonadales bacterium GWC2_63_15
GCA_001828735.1	Pseudomonadales bacterium RIFCSPHIGHO2_01_FULL_64_12
GCA_001828745.1	Pseudomonadales bacterium RIFCSPHIGHO2_02_FULL_60_43
GCA_001828765.1	Pseudomonadales bacterium RIFCSPHIGHO2_12_FULL_40_16
GCA_001830365.1	Pseudomonadales bacterium RIFCSPLOWO2_02_FULL_63_210
GCA_001830395.1	Pseudomonadales bacterium RIFCSPLOWO2_12_59_9
GCA_001828795.1	Pseudomonadales bacterium RIFCSPLOWO2_12_60_38
GCA_001828815.1	Pseudomonadales bacterium RIFCSPLOWO2_12_FULL_59_450
GCA_001830405.1	Rhodanobacter sp. RIFOXYA1_FULL_67_6
GCA_001828835.1	Rhodobacteraceae bacterium GWE1_64_9
GCA_001828845.1	Rhodobacteraceae bacterium GWF1_65_7
GCA_001828855.1	Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130
GCA_001828895.1	Rhodobacterales bacterium RIFCSPHIGHO2_12_FULL_62_75
GCA_001828915.1	Rhodocyclales bacterium GWA2_65_19
GCA_001828925.1	Rhodocyclales bacterium GWA2_65_20
GCA_001828935.1	Rhodocyclales bacterium RIFCSPLOWO2_02_FULL_63_24
GCA_001828975.1	Rhodoferax sp. RIFCSPLOWO2_12_FULL_60_11
GCA_001828995.1	Rhodospirillales bacterium RIFCSPLOWO2_01_FULL_65_14
GCA_001830425.1	Rhodospirillales bacterium RIFCSPLOWO2_02_FULL_58_16
GCA_001830455.1	Rhodospirillales bacterium RIFCSPLOWO2_12_FULL_58_28
GCA_001830475.1	Rhodospirillales bacterium RIFCSPLOWO2_12_FULL_67_15
GCA_001830485.1	Sideroxydans sp. GWF2_59_14
GCA_001830495.1	Sideroxydans sp. RIFOXYB12_FULL_59_6
GCA_001830535.1	Sideroxydans sp. RIFOXYD2_FULL_59_7
GCA_001829005.1	Sphingobacteriia bacterium RIFOXYC2_FULL_35_18
GCA_001829035.1	Sphingobacteriia bacterium RIFOXYD2_FULL_35_12
GCA_001829045.1	Sphingomonadales bacterium GWF1_63_6
GCA_001829075.1	Sphingomonadales bacterium RIFCSPHIGHO2_01_FULL_65_20
GCA_001829085.1	Sphingomonadales bacterium RIFCSPLOWO2_12_FULL_63_15
GCA_001829105.1	Sphingopyxis sp. RIFCSPHIGHO2_01_FULL_65_24
GCA_001830555.1	Sphingopyxis sp. RIFCSPHIGHO2_12_FULL_65_19
GCA_001829125.1	Spirochaetes bacterium GWB1_27_13
GCA_001829155.1	Spirochaetes bacterium GWB1_36_13
GCA_001830565.1	Spirochaetes bacterium GWB1_48_6
GCA_001829165.1	Spirochaetes bacterium GWB1_59_5
GCA_001829185.1	Spirochaetes bacterium GWB1_60_80
GCA_001829215.1	Spirochaetes bacterium GWB1_66_5
GCA_001829235.1	Spirochaetes bacterium GWC1_27_15
GCA_001829245.1	Spirochaetes bacterium GWC1_61_12
GCA_001829255.1	Spirochaetes bacterium GWC2_52_13
GCA_001830585.1	Spirochaetes bacterium GWD1_27_9
GCA_001829295.1	Spirochaetes bacterium GWD1_61_31
GCA_001829315.1	Spirochaetes bacterium GWE1_32_154
GCA_001830615.1	Spirochaetes bacterium GWE1_60_18
GCA_001829335.1	Spirochaetes bacterium GWE2_31_10
GCA_001829345.1	Spirochaetes bacterium GWF1_31_7
GCA_001829375.1	Spirochaetes bacterium GWF1_41_5
GCA_001829395.1	Spirochaetes bacterium GWF1_49_6
GCA_001829415.1	Spirochaetes bacterium GWF1_51_8
GCA_001830635.1	Spirochaetes bacterium GWF1_60_12
GCA_001829425.1	Spirochaetes bacterium GWF2_52_7
GCA_001829455.1	Spirochaetes bacterium RBG_13_51_14
GCA_001829475.1	Spirochaetes bacterium RBG_13_68_11
GCA_001829495.1	Spirochaetes bacterium RBG_16_49_21
GCA_001829505.1	Spirochaetes bacterium RBG_16_67_19
GCA_001829535.1	Spirochaetes bacterium RIFOXYB1_FULL_32_8
GCA_001830645.1	Spirochaetes bacterium RIFOXYC1_FULL_54_7
GCA_001829555.1	Sulfuricurvum sp. GWF2_44_89
GCA_001829575.1	Sulfuricurvum sp. RIFCSPHIGHO2_02_FULL_43_9
GCA_001830665.1	Sulfuricurvum sp. RIFCSPHIGHO2_12_FULL_44_8
GCA_001829595.1	Sulfuricurvum sp. RIFCSPLOWO2_02_43_6
GCA_001830685.1	Sulfuricurvum sp. RIFCSPLOWO2_02_FULL_43_45
GCA_001830715.1	Sulfuricurvum sp. RIFCSPLOWO2_12_43_5
GCA_001829605.1	Sulfuricurvum sp. RIFCSPLOWO2_12_FULL_43_24
GCA_001830725.1	Sulfuricurvum sp. RIFOXYD12_FULL_44_77
GCA_001830745.1	Sulfuricurvum sp. RIFOXYD2_FULL_44_160
GCA_001829625.1	Sulfurimonas sp. GWF2_37_8
GCA_001830775.1	Sulfurimonas sp. RIFCSPHIGHO2_12_FULL_36_9
GCA_001829655.1	Sulfurimonas sp. RIFCSPLOWO2_02_FULL_36_28
GCA_001829675.1	Sulfurimonas sp. RIFCSPLOWO2_12_36_12
GCA_001829695.1	Sulfurimonas sp. RIFCSPLOWO2_12_FULL_34_6
GCA_001829705.1	Sulfurimonas sp. RIFCSPLOWO2_12_FULL_36_74
GCA_001829715.1	Sulfurimonas sp. RIFOXYB12_FULL_35_9
GCA_001829755.1	Sulfurimonas sp. RIFOXYB2_FULL_37_5
GCA_001829775.1	Sulfurimonas sp. RIFOXYC2_FULL_36_7
GCA_001829785.1	Sulfurimonas sp. RIFOXYD12_FULL_33_39
GCA_001830795.1	Sulfurimonas sp. RIFOXYD12_FULL_36_11
GCA_001830805.1	Sulfurimonas sp. RIFOXYD2_FULL_34_21
GCA_001829795.1	Sulfurimonas sp. RIFOXYD2_FULL_37_8
GCA_001830835.1	Syntrophobacterales bacterium GWC2_56_13
GCA_001829835.1	Syntrophobacterales bacterium GWF2_56_9
GCA_001829855.1	Syntrophobacterales bacterium RBG_19FT_COMBO_59_10
GCA_001829865.1	Syntrophobacterales bacterium RIFOXYC2_FULL_60_23
GCA_001829875.1	Syntrophus sp. GWC2_56_31
GCA_001830855.1	Syntrophus sp. RIFOXYC2_FULL_54_9
GCA_001829915.1	Tenericutes bacterium GWA2_35_7
GCA_001829935.1	Tenericutes bacterium GWA2_38_26
GCA_001830865.1	Tenericutes bacterium GWC2_34_14
GCA_001830895.1	Tenericutes bacterium GWC2_39_45
GCA_001829955.1	Tenericutes bacterium GWD2_38_27
GCA_001829965.1	Tenericutes bacterium GWE2_34_108
GCA_001829995.1	Tenericutes bacterium GWE2_38_8
GCA_001830905.1	Tenericutes bacterium GWF1_35_14
GCA_001830015.1	Tenericutes bacterium GWF2_35_184
GCA_001830035.1	Tenericutes bacterium GWF2_38_8
GCA_001830935.1	Tenericutes bacterium GWF2_57_13
GCA_001830045.1	Tenericutes bacterium RIFOXYA12_FULL_35_10
